Date,Sales
2024-05-31,61.75707731640039
2024-06-01,56.32533053428135
2024-06-02,60.584458639282296
2024-06-03,60.58349623666258
2024-06-04,55.23861859687806
2024-06-05,67.82887935511486
2024-06-06,60.55628378087137
2024-06-07,51.91528804711609
2024-06-08,60.83692734724845
2024-06-09,52.360866263458746
2024-06-10,60.847669272126936
2024-06-11,62.381147539527625
2024-06-12,52.15872922695799
2024-06-13,60.75113703169143
2024-06-14,57.66851813866681
2024-06-15,59.38361065453259
2024-06-16,64.42440852288846
2024-06-17,53.379172824597894
2024-06-18,50.50173748700848
2024-06-19,49.48588564774391
2024-06-20,49.516280289684055
2024-06-21,52.87063171169982
2024-06-22,54.62174381248072
2024-06-23,53.95841754570172
2024-06-24,56.36909638761402
2024-06-25,51.955744455733516
2024-06-26,58.81539997045584
2024-06-27,49.880981381126084
2024-06-28,64.4612904930387
2024-06-29,53.64470554336769
2024-06-30,45.88635215569236
2024-07-01,44.473397571920685
2024-07-02,51.89599327167328
2024-07-03,48.02224141328014
2024-07-04,52.3657369231446
2024-07-05,50.81845853819846
2024-07-06,47.74512044037165
2024-07-07,43.53285126722409
2024-07-08,39.85080032751906
2024-07-09,44.85144130126741
2024-07-10,51.02585371284703
2024-07-11,47.475137006139775
2024-07-12,39.83784831056853
2024-07-13,46.59548632045999
2024-07-14,47.320473494031944
2024-07-15,40.64026920937563
2024-07-16,45.49531567516749
2024-07-17,44.68643008824567
2024-07-18,38.35089212537709
2024-07-19,45.52679598302488
2024-07-20,46.21575298735057
2024-07-21,48.50300996246172
2024-07-22,48.03473564557916
2024-07-23,35.55749385613525
2024-07-24,37.439069267295054
2024-07-25,44.38805715973088
2024-07-26,44.06892295516997
2024-07-27,43.764862744520336
2024-07-28,60.14552358310442
2024-07-29,43.431262399988555
2024-07-30,45.95237405872919
2024-07-31,44.74517254855051
2024-08-01,42.93570843621193
2024-08-02,37.80905281355961
2024-08-03,42.890037331653325
2024-08-04,34.94408867910862
2024-08-05,37.34046160821347
2024-08-06,35.81747721500501
2024-08-07,38.37688943243315
2024-08-08,49.26760083410099
2024-08-09,28.088417745124573
2024-08-10,40.5902066871413
2024-08-11,28.833293499870045
2024-08-12,34.27906338678217
2024-08-13,41.82928479529651
2024-08-14,36.45577555773777
2024-08-15,30.499603908209917
2024-08-16,32.06994318018093
2024-08-17,38.80683766294363
2024-08-18,31.523726624442403
2024-08-19,36.02895639726971
2024-08-20,34.95008694370821
2024-08-21,31.244317434630098
2024-08-22,45.006723345052336
2024-08-23,37.24593783593775
2024-08-24,23.74468814029307
2024-08-25,34.60151054492882
2024-08-26,30.16398370167987
2024-08-27,37.543657085608395
2024-08-28,29.13241516077523
2024-08-29,32.33987439766897
2024-08-30,35.26209383390405
2024-08-31,36.89464959666417
2024-09-01,26.398273885250404
2024-09-02,30.566347368205403
2024-09-03,29.708487629497046
2024-09-04,28.66623779063776
2024-09-05,40.61517859952116
2024-09-06,33.67323603361691
2024-09-07,25.209765784462903
2024-09-08,35.974831114514295
2024-09-09,41.87315405915454
2024-09-10,36.30710343494732
2024-09-11,23.435918569986498
2024-09-12,28.505209703059833
2024-09-13,37.16019940618719
2024-09-14,27.19224170062312
2024-09-15,32.86034148024986
2024-09-16,34.43080633456546
2024-09-17,25.845136629462218
2024-09-18,30.1100993867812
2024-09-19,14.135132260054991
2024-09-20,25.159098794051946
2024-09-21,28.963607438387392
2024-09-22,23.93880281030666
2024-09-23,38.29691953430989
2024-09-24,22.947186888182888
2024-09-25,27.86659953143168
2024-09-26,30.695359669122613
2024-09-27,37.22877213362991
2024-09-28,22.829763630355657
2024-09-29,35.81748558768004
2024-09-30,30.05135051037413
2024-10-01,25.09708670516243
2024-10-02,32.325517146522685
2024-10-03,31.026590054756067
2024-10-04,27.052416152042916
2024-10-05,30.43063050200651
2024-10-06,28.18907387781216
2024-10-07,30.723142537897594
2024-10-08,33.51200347085817
2024-10-09,38.18309523284703
2024-10-10,24.12144617082391
2024-10-11,41.03903746784914
2024-10-12,20.682594172274356
2024-10-13,29.75906542137367
2024-10-14,33.54030759539274
2024-10-15,32.09016058557806
2024-10-16,27.663906723451014
2024-10-17,29.834692216375505
2024-10-18,28.513865000802763
2024-10-19,28.141248466736087
2024-10-20,35.450889326267216
2024-10-21,33.10833285336673
2024-10-22,27.984618352112797
2024-10-23,36.07857362283356
2024-10-24,33.25393784067637
2024-10-25,35.92403433814208
2024-10-26,35.15552681657319
2024-10-27,28.015398016198667
2024-10-28,29.517744600147875
2024-10-29,36.21863392273145
2024-10-30,35.702724232575385
2024-10-31,32.7202128646632
2024-11-01,33.590295085993354
2024-11-02,39.575956366252555
2024-11-03,30.418730528504696
2024-11-04,36.305955839801896
2024-11-05,32.75825555768331
2024-11-06,32.88437222037035
2024-11-07,39.67497112480041
2024-11-08,38.52116472352463
2024-11-09,38.67925164232443
2024-11-10,41.36127786620039
2024-11-11,35.16557745423269
2024-11-12,38.701424397195105
2024-11-13,33.97578545111447
2024-11-14,37.38769931680671
2024-11-15,35.360118187128634
2024-11-16,36.743924480490236
2024-11-17,39.48691275052565
2024-11-18,32.67620421898706
2024-11-19,47.48934515772767
2024-11-20,32.26126707469794
2024-11-21,31.48812196724398
2024-11-22,43.62101696519782
2024-11-23,42.0637797305994
2024-11-24,41.50459361618475
2024-11-25,41.80769242049903
2024-11-26,38.89005987241302
2024-11-27,34.75362471180486
2024-11-28,39.91071064365763
2024-11-29,36.44077256539736
2024-11-30,45.000087663889204
2024-12-01,39.690036290173545
2024-12-02,36.60150859798042
2024-12-03,39.42848395692682
2024-12-04,43.40914542036949
2024-12-05,38.83750518373379
2024-12-06,37.85913823804837
2024-12-07,43.50516793258741
2024-12-08,43.830341997730144
2024-12-09,40.391761679616906
2024-12-10,40.89435048002611
2024-12-11,44.73485645294088
2024-12-12,36.66115379938759
2024-12-13,37.19303247050503
2024-12-14,40.968615743055715
2024-12-15,43.825698339117004
2024-12-16,46.78108250787103
2024-12-17,52.938350824664425
2024-12-18,50.18620811863771
2024-12-19,45.43577315331798
2024-12-20,46.479056076857
2024-12-21,41.901176763525335
2024-12-22,47.161858877772744
2024-12-23,46.152545907412254
2024-12-24,49.551558852741735
2024-12-25,44.144549307489456
2024-12-26,51.22068403515945
2024-12-27,56.631301220547805
2024-12-28,48.767767025260795
2024-12-29,51.664291487378
2024-12-30,53.450719958555574
2024-12-31,48.3381647636875
2025-01-01,51.464729532168775
2025-01-02,50.751394236363886
2025-01-03,51.520773837209234
2025-01-04,47.51099961676906
2025-01-05,51.841846846043644
2025-01-06,54.55202540517595
2025-01-07,59.659878936962265
2025-01-08,57.54192957269133
2025-01-09,63.8520887008434
2025-01-10,49.5891250691893
2025-01-11,58.12613738046828
2025-01-12,55.01880002606414
2025-01-13,65.38744492617167
2025-01-14,50.73196389334324
2025-01-15,50.90845669141986
2025-01-16,52.442199923462
2025-01-17,45.150170036063145
2025-01-18,53.469649384721976
2025-01-19,52.629729926078795
2025-01-20,57.502426924263304
2025-01-21,58.78230232241323
2025-01-22,66.77534505389289
2025-01-23,62.465387315802396
2025-01-24,55.14524150580745
2025-01-25,53.85179869550455
2025-01-26,61.11510770854115
2025-01-27,52.363420799705004
2025-01-28,68.42829924732878
2025-01-29,65.4718774059222
2025-01-30,57.529632742676014
2025-01-31,51.6077462315877
2025-02-01,67.23767401813807
2025-02-02,60.187404204502904
2025-02-03,67.2377878232197
2025-02-04,53.361896831850515
2025-02-05,58.61913035430715
2025-02-06,61.920752237806184
2025-02-07,62.404440371126235
2025-02-08,60.190607611421136
2025-02-09,65.82289567954103
2025-02-10,57.63448907378665
2025-02-11,62.5207949397391
2025-02-12,64.0903505352184
2025-02-13,66.31324951476708
2025-02-14,67.54724093147739
2025-02-15,58.609921986446146
2025-02-16,56.80230991224013
2025-02-17,71.09672456877226
2025-02-18,66.60101181382906
2025-02-19,61.423683486788484
2025-02-20,73.14405641529137
2025-02-21,66.1842901928798
2025-02-22,71.71539905545468
2025-02-23,66.36481417054408
2025-02-24,76.53452080455716
2025-02-25,75.2062352782643
2025-02-26,65.3785917849208
2025-02-27,71.67022286746135
2025-02-28,70.2232215784763
2025-03-01,74.0184369531778
2025-03-02,62.524509791691415
2025-03-03,70.94809140287705
2025-03-04,72.97347263311522
2025-03-05,59.0459294970754
2025-03-06,62.07632482971599
2025-03-07,57.94411536725221
2025-03-08,66.93552559148388
2025-03-09,72.0071370333125
2025-03-10,76.06261893206407
2025-03-11,69.04721847855738
2025-03-12,76.94019888669438
2025-03-13,62.0114204574684
2025-03-14,60.504218129127295
2025-03-15,68.84695803735502
2025-03-16,71.14292292214255
2025-03-17,69.15132501262663
2025-03-18,59.06406793683076
2025-03-19,69.03640890588446
2025-03-20,63.03461932758887
2025-03-21,72.97449214958237
2025-03-22,71.52246756552609
2025-03-23,65.04758991624294
2025-03-24,67.2293153150636
2025-03-25,64.54837657891387
2025-03-26,69.57096265151318
2025-03-27,74.69409152544978
2025-03-28,65.01786923048539
2025-03-29,72.4889410007005
2025-03-30,67.33371213293147
2025-03-31,66.0310058782861
2025-04-01,69.46466299495101
2025-04-02,64.82212156099789
2025-04-03,67.22267908701124
2025-04-04,63.988204848756425
2025-04-05,79.78196888188978
2025-04-06,70.10949579494205
2025-04-07,66.40347868205103
2025-04-08,70.93503653901939
2025-04-09,69.26064103141493
2025-04-10,68.6687038069807
2025-04-11,72.78979649949373
2025-04-12,73.44606958983616
2025-04-13,66.93976809485716
2025-04-14,66.64111980942397
2025-04-15,68.067105446823
2025-04-16,57.849149836803356
2025-04-17,61.69345566029022
2025-04-18,76.00872767696855
2025-04-19,77.29845850011534
2025-04-20,67.72205140246153
2025-04-21,71.73800768308723
2025-04-22,70.2938776986263
2025-04-23,84.00888266303578
2025-04-24,74.08368900103476
2025-04-25,67.71208456378405
2025-04-26,63.43439039888219
2025-04-27,60.03488444520583
2025-04-28,68.9341039940343
2025-04-29,63.97939272616834
2025-04-30,60.48897553148234
2025-05-01,64.2012619529738
2025-05-02,61.85510254292625
2025-05-03,75.52215157035936
2025-05-04,71.31317993180852
2025-05-05,66.67864638178965
2025-05-06,73.92680466892831
2025-05-07,66.7176025671564
2025-05-08,61.82317791977758
2025-05-09,73.5392776620006
2025-05-10,68.40754731999758
2025-05-11,60.311450055708534
2025-05-12,64.32607886539282
2025-05-13,60.67524528371638
2025-05-14,57.91044156215024
2025-05-15,69.22203881938796
2025-05-16,73.90062147586988
2025-05-17,57.11883433304784
2025-05-18,66.6804707211924
2025-05-19,60.36225534393119
2025-05-20,60.92565036544719
2025-05-21,60.141157522987356
2025-05-22,58.521140416332194
2025-05-23,62.81786443164082
2025-05-24,58.15094141721137
2025-05-25,63.38476539339764
2025-05-26,61.50451449860378
2025-05-27,60.28070512375444
2025-05-28,56.65396693799554
2025-05-29,58.020952117971355
2025-05-30,64.39155709236745
2025-05-31,62.82583375843896
2025-06-01,55.13706004492276
2025-06-02,60.22211566931993
2025-06-03,63.180125770336225
2025-06-04,50.77110746456232
2025-06-05,61.527176648909574
2025-06-06,55.18688800466185
2025-06-07,61.040112519278225
2025-06-08,54.055509750416746
2025-06-09,48.52974880075671
2025-06-10,49.096562425179535
2025-06-11,57.15267098672158
2025-06-12,57.88678215309802
2025-06-13,51.740557693194496
2025-06-14,59.12721867935669
2025-06-15,47.29701319263952
2025-06-16,54.942910861323554
2025-06-17,48.885362610806425
2025-06-18,51.346932865601445
2025-06-19,54.507411665377994
2025-06-20,49.63139096945177
2025-06-21,51.67255399336212
2025-06-22,58.287604304842546
2025-06-23,50.03152459078176
2025-06-24,56.753424109377335
2025-06-25,46.58464586914581
2025-06-26,54.53975588592039
2025-06-27,58.75557268795876
2025-06-28,38.84604304667941
2025-06-29,46.87596838273823
2025-06-30,53.40172944044536
2025-07-01,49.156913007558806
2025-07-02,51.68358942908279
2025-07-03,46.463705261878246
2025-07-04,49.57250427727389
2025-07-05,48.01734827572375
2025-07-06,54.29118072362977
2025-07-07,49.38136922016208
2025-07-08,49.45483316794213
2025-07-09,45.365651620336045
2025-07-10,44.645984941240044
2025-07-11,44.58106880213157
2025-07-12,48.37692899738024
2025-07-13,43.96161980002716
2025-07-14,47.17845597568615
2025-07-15,55.77089058861496
2025-07-16,49.41517990753976
2025-07-17,43.09657248460065
2025-07-18,50.4014561068354
2025-07-19,42.02536674942244
2025-07-20,33.547236505394196
2025-07-21,38.37139880092237
2025-07-22,33.73379414145606
2025-07-23,41.00815796519811
2025-07-24,42.53793259186847
2025-07-25,50.51038102824708
2025-07-26,43.44751769250839
2025-07-27,40.404490556564596
2025-07-28,45.336652218907545
2025-07-29,29.826189584791393
2025-07-30,41.75488263706555
2025-07-31,44.12887182726103
2025-08-01,32.582232502185285
2025-08-02,45.39752239571759
2025-08-03,41.0778810742334
2025-08-04,37.018751659682984
2025-08-05,41.9721240823279
2025-08-06,49.87801893093549
2025-08-07,39.153626229443006
2025-08-08,39.20862166700322
2025-08-09,35.397503503032226
2025-08-10,33.17552186075935
2025-08-11,41.31058481798996
2025-08-12,32.61645372627397
2025-08-13,36.996553901826296
2025-08-14,33.99624457663409
2025-08-15,38.529274590992415
2025-08-16,37.55663832429119
2025-08-17,40.83416144777026
2025-08-18,32.85876692399652
2025-08-19,33.826185106561226
2025-08-20,30.052844870448297
2025-08-21,32.500761443808585
2025-08-22,36.388821637883446
2025-08-23,38.07194598165247
2025-08-24,29.46551610345957
2025-08-25,38.218430674109406
2025-08-26,40.44742826510644
2025-08-27,35.54009054164032
2025-08-28,42.665469474417606
2025-08-29,29.22607285742087
2025-08-30,26.690283088446378
2025-08-31,23.843556194480378
2025-09-01,40.04609518325948
2025-09-02,35.67158420229958
2025-09-03,31.96093019285787
2025-09-04,33.483057316900926
2025-09-05,26.305438717014432
2025-09-06,44.016667296199806
2025-09-07,32.29443338868827
2025-09-08,32.061159529162595
2025-09-09,35.01435449873387
2025-09-10,33.66741923277494
2025-09-11,32.26419725358725
2025-09-12,27.080396122530008
2025-09-13,33.28372185307107
2025-09-14,40.235766142629245
2025-09-15,37.457689259491914
2025-09-16,38.607177472715705
2025-09-17,28.001557685262853
2025-09-18,25.53176488605973
2025-09-19,29.77879156659196
2025-09-20,30.620093521843827
2025-09-21,35.75199459307814
2025-09-22,21.764125046779096
2025-09-23,37.825470317433975
2025-09-24,29.344823521756766
2025-09-25,27.96348842824895
2025-09-26,25.00630008861576
2025-09-27,21.76737342336331
2025-09-28,34.1382586081089
2025-09-29,30.375664222194874
2025-09-30,23.551862328199974
2025-10-01,23.524791344958118
2025-10-02,28.325706463951544
2025-10-03,38.360107401653295
2025-10-04,28.73333482007069
2025-10-05,22.53778577224636
2025-10-06,28.852904756626696
2025-10-07,28.752024013382606
2025-10-08,16.671122596933493
2025-10-09,29.929875765663876
2025-10-10,29.09833850107688
2025-10-11,33.79155548902524
2025-10-12,39.618651069294536
2025-10-13,36.07585831762565
2025-10-14,29.173547443777434
2025-10-15,25.06609201926151
2025-10-16,43.5520002631522
2025-10-17,31.073496492626425
2025-10-18,30.94494992772661
2025-10-19,30.85824423854691
2025-10-20,32.07849605529642
2025-10-21,30.48107678154238
2025-10-22,28.454945389140313
2025-10-23,28.71487162221411
2025-10-24,31.416807894587315
2025-10-25,29.000316380624504
2025-10-26,28.295494830561456
2025-10-27,32.539533745414616
2025-10-28,30.88548698370475
2025-10-29,39.83861474404617
2025-10-30,19.22731685515008
2025-10-31,38.10840716502037
2025-11-01,39.05514679697209
2025-11-02,22.636707007408695
2025-11-03,31.47419391690869
2025-11-04,31.51938314270489
2025-11-05,26.5329104603626
2025-11-06,29.880135381898405
2025-11-07,28.419899009177314
2025-11-08,42.94243908198257
2025-11-09,39.07247494432178
2025-11-10,40.96947893729203
2025-11-11,38.442244150644925
2025-11-12,29.41529938998275
2025-11-13,32.66905820932141
2025-11-14,37.97399204022134
2025-11-15,29.656228509904775
2025-11-16,39.575825609828996
2025-11-17,35.057317664735976
2025-11-18,34.63702358559309
2025-11-19,40.32210747617188
2025-11-20,39.248725336730566
2025-11-21,35.48652315310105
2025-11-22,43.35571404800388
2025-11-23,32.425145959697986
2025-11-24,41.18514429550604
2025-11-25,41.34950082076589
2025-11-26,37.11823267760768
2025-11-27,40.58195884785818
2025-11-28,32.9843286873075
2025-11-29,44.1518229487235
2025-11-30,38.902070440742975
2025-12-01,37.510873894205254
2025-12-02,45.67036932686868
2025-12-03,37.20727612922918
2025-12-04,33.99310668337399
2025-12-05,33.56134228137185
2025-12-06,44.68617770448186
2025-12-07,35.56809345339911
2025-12-08,51.06070278504967
2025-12-09,32.195862102767926
2025-12-10,51.40875939792275
2025-12-11,44.304629344130824
2025-12-12,43.09104120680074
2025-12-13,41.17698007282946
2025-12-14,46.22603191414816
2025-12-15,44.37266333719365
2025-12-16,50.409443507758844
2025-12-17,45.7976829231912
2025-12-18,46.31307854722605
2025-12-19,44.07984894155833
2025-12-20,45.950737684529784
2025-12-21,48.11314596083074
2025-12-22,38.36298162343125
2025-12-23,40.51349744720613
2025-12-24,51.31215957212652
2025-12-25,48.792293241691
2025-12-26,47.36078734348767
2025-12-27,48.71612112928055
2025-12-28,50.70551518234327
2025-12-29,46.612769365998275
2025-12-30,45.764209249871726
